, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, After-tax net Interest Rate, Interest-bearing debt interest rate, Total Asset Growth Rate, Total Asset Return Growth Rate Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Equity to Long-term Liability, Current Liability to Current Assets, Liability-Assets Flag_0, Liability-Assets Flag_1, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT)
12,0.49115195242041604,0.551569995638901,0.543390973820868,0.8093443417794959,0.000576057605760576,7220000000.0,0.26440465922247897,0.632377638662484,0.00873434920982318,0.144662454273362,0.855337545726638,0.00533324123130731,0.116955694935558,0.0435139896178212,1,0,0.0274797246787734,0.5671463266591751
13,0.474040852142544,0.5333078935891851,0.5236897050163289,0.8092992934971109,0.000709070907090709,6160000000.0,0.264174650907989,0.640422733935152,0.00515507163114747,0.106569519605768,0.8934304803942321,0.00519592244976039,0.113571080191011,0.0289016723593667,1,0,0.0249997401762429,0.577445287454369
14,0.506703066348169,0.57582860880942,0.569837785748702,0.8094563114987171,0.0009100910091009099,723000000.0,0.26439921983666304,0.63167079903015,0.00398325718819249,0.0896393264201711,0.9103606735798291,0.00515687919960002,0.119471450608925,0.0155531326728028,1,0,0.0268962866110795,0.565614320447007
15,0.513820504070589,0.57108591365024,0.5587558220461479,0.8093955093372328,0.000479047904790479,830000000.0,0.263769028137166,0.6310971767510029,0.00461156858990142,0.0990718626235753,0.9009281373764251,0.005620531699545729,0.118419700253211,0.0258128487067077,1,0,0.0268972408952144,0.565618081410697
16,0.48890947204212004,0.560237679895334,0.540285882541892,0.809761103490226,0.000523052305230523,7030000000.0,0.264227490655912,0.631239298091807,0.0023974320393219,0.0612812528342957,0.938718747165704,0.0061036502074061395,0.11368240536206697,0.0462912301964762,1,0,0.0270027988958809,0.5659991653342691
17,0.535952810412909,0.5904382904491929,0.580919749451255,0.8094607382085469,0.000637063706370637,6960000000.0,0.26426012697080603,0.6310595060341639,0.00332394057943261,0.0787253983130272,0.921274601686973,0.00586330062682492,0.11598298755792999,0.0181566375652698,1,0,0.0269078077255092,0.565659317841955
18,0.504070589382343,0.559801569995639,0.5586487499330799,0.8093340561890091,0.000619061906190619,6340000000.0,0.26399126590049,0.632451952712977,0.008354991382376279,0.14133688061190602,0.8586631193880941,0.0050651664937390005,0.12229051868160101,0.0400836626660674,1,0,0.0276370493098807,0.567398597856035
19,0.487398235265441,0.543720017444396,0.5336474115316671,0.809340435859058,0.00055005500550055,6250000000.0,0.26369209968063,0.6312677223599681,0.00325372290464075,0.0774858663119388,0.9225141336880609,0.00519180677951556,0.11181639783386901,0.0219368610613265,1,0,0.026924263756919996,0.5657220780725899
20,0.485253254034027,0.545573484518099,0.534664596605814,0.80940579492772,0.0,6460000000.0,0.263909675113256,0.630623553102012,0.00442462542974129,0.0963509387187471,0.903649061281253,0.00532901432673155,0.11093323366346801,0.0109407284049022,1,0,0.0267937782838859,0.565170865120315
21,0.504558085116755,0.564489751417357,0.5530274639970021,0.8093709020384741,0.000775077507750775,6560000000.0,0.26408218134912304,0.630982794756236,0.0047282940752697,0.10073464945430399,0.8992653505456959,0.00537982060738895,0.11093323366346801,0.0186129431781689,1,0,0.0268899303694454,0.5655891111406459
22,0.5120167698532639,0.563672045355429,0.5690347449006911,0.8093671263153841,0.000753075307530753,5750000000.0,0.264636998702318,0.632237229626991,0.008955945248452021,0.14650663603107902,0.8534933639689208,0.00503816435990302,0.124068109116945,0.0403947838257492,1,0,0.0275654100512866,0.5672890995160911
23,0.49485692000195003,0.548135630178805,0.540446490711494,0.809323119611783,0.000645064506450645,6900000000.0,0.263950081979315,0.634338913165573,0.017036449356642,0.19303443480364002,0.8069655651963601,0.00502673503239881,0.12259032134787598,0.0552426750998399,1,0,0.0293639108382569,0.5687301456417829
24,0.5099692877687321,0.561382468382032,0.552599175544729,0.8093311918473549,0.000762076207620762,6140000000.0,0.264135021097046,0.633345776085259,0.0174112475948167,0.19451582670738,0.80548417329262,0.00499778629777136,0.126350472891858,0.0501706511809911,1,0,0.0282061238442121,0.568042939905936
25,0.444986106371569,0.5036524204099431,0.495529739279405,0.808992678742731,0.000739073907390739,5490000000.0,0.263909675113256,0.628951315735401,0.00898421470193965,0.14674849593373002,0.85325150406627,0.00527220139220332,0.12443710182508301,0.0455039195364612,1,0,0.0264153131070622,0.562377109788118
26,0.519280456296007,0.563617531617968,0.568606456448418,0.809402800388717,0.000691069106910691,6580000000.0,0.263971839522577,0.631321488746729,0.00413828322344723,0.092057925446685,0.9079420745533149,0.00505126220237134,0.11363768727117099,0.0514813759696364,1,0,0.0269244863302234,0.565722915029787
27,0.547408960171598,0.5930549498473621,0.592483537662616,0.8094487600525371,0.00106310631063106,6640000000.0,0.264281107458952,0.630964986781003,0.0012757730783611,0.0360975904707198,0.9639024095292801,0.0051960893012568,0.11093323366346801,0.0133933066151283,1,0,0.0268521603332461,0.5654333988471669
28,0.500853117535222,0.5639446140427391,0.550564805396434,0.8094000662444109,0.000822082208220822,5980000000.0,0.26408062723889003,0.631503678031808,0.00397869759892029,0.0895788614445083,0.910421138555492,0.00534781292866061,0.114779314152081,0.018802183379403,1,0,0.0270667209660536,0.5662005803249499
29,0.41612635889436,0.470235499345835,0.463782857754698,0.809175866411272,0.000842084208420842,654000000.0,0.26345509787009197,0.6292752839002199,0.0259513583016442,0.21960879160746102,0.7803912083925391,0.0050030143113255895,0.113571113350474,0.0658158530780964,1,0,0.0264718727329476,0.5629768647461421
30,0.46219470579632393,0.536033580462276,0.514427967235933,0.809222607259179,0.000943094309430943,6430000000.0,0.263748824704136,0.6485236503609539,0.030692419226876,0.228890165371708,0.7711098346282921,0.00487973886406,0.130978632532992,0.124882710179452,1,0,0.0248858579240944,0.576472530618164
31,0.476088334227076,0.5444832097688621,0.529685743348145,0.8093071053379871,0.000827082708270827,567000000.0,0.265442804858149,0.635145408967,0.0214911680755798,0.20824137618284602,0.791758623817154,0.00496878194597844,0.114574875634682,0.0826660718934626,1,0,0.17409090366875596,0.570161348590322
32,0.505874323599668,0.5707043174880071,0.55982654317683,0.8093585332904201,0.000672067206720672,6960000000.0,0.26402234810515096,0.6315495678141401,0.00597306194657985,0.116848565468452,0.883151434531548,0.0055625229959598895,0.11643112682290599,0.0334418320781055,1,0,0.027118794439904,0.5663509130618261
33,0.486374494223176,0.544755778456171,0.540500026768028,0.809338352701491,0.000728072807280728,6760000000.0,0.263971839522577,0.631230736565253,0.0024494113570249602,0.0623393899083955,0.937660610091604,0.00545006508737832,0.11093323366346801,0.0256903594101168,1,0,0.0270031817899335,0.566000432230916
34,0.494369424267538,0.550915830789359,0.548583971304674,0.80931765132317,0.000686068606860686,6140000000.0,0.263971839522577,0.632494760345749,0.00660958060897874,0.124104362547994,0.875895637452006,0.00545156675084603,0.11385819656976,0.0270097755019044,1,0,0.0276769693412717,0.567456110265631
35,0.475162092331692,0.5645442651548189,0.52502810642968,0.8094438125533159,0.000596059605960596,751000000.0,0.264026233380734,0.631589635758414,0.0064727929308127895,0.122622970644254,0.8773770293557459,0.00588916260876875,0.126893762046851,0.0435699727474226,1,0,0.0271146084726468,0.5663392477324979
36,0.462925949397943,0.5163541212385521,0.517104770062637,0.8091901881195441,0.000588058805880588,7460000000.0,0.263499390011734,0.628333173518171,0.00812701191876636,0.13928107143936902,0.8607189285606309,0.00540673931547672,0.123413097115044,0.047146167625873,1,0,0.0263852766496002,0.562016229466371
37,0.47891580948666707,0.5413214129960751,0.529310990952406,0.809317130533778,0.000612061206120612,6180000000.0,0.263844402483468,0.63401289023438,0.00903984169106047,0.14720198325120198,0.8527980167487981,0.00525062193200073,0.121453012625326,0.0307111162442824,1,0,0.0284255446452834,0.5682185894025429
38,0.481060790718081,0.539467945922372,0.530863536591895,0.809315698362951,0.000793079307930793,6050000000.0,0.26406508613656,0.633241325461295,0.0043589673442216295,0.0953834991081416,0.9046165008918579,0.00526930929959885,0.11614076414463301,0.0153036136264216,1,0,0.0290876038741492,0.5686092557480771
39,0.48622824550285204,0.548026602703881,0.5441404786123449,0.8093433002007121,0.000797079707970797,5990000000.0,0.263811766168574,0.632810166984014,0.0034032774327688604,0.0800858602654412,0.919914139734559,0.0051692262103345,0.117170462328494,0.0173900130803097,1,0,0.0288727658138465,0.568500549655657
40,0.507824306537318,0.5716310510248579,0.5492264039830829,0.8094133463739001,0.000494049404940494,7940000000.0,0.264144345758445,0.631229024259942,0.00614541442106895,0.118874142153158,0.8811258578468422,0.00550334633189916,0.12113408458519502,0.0342822550940703,1,0,0.026907690710701003,0.565658865268012
41,0.489153219909326,0.5626907980811159,0.541517211842176,0.8097986003264309,0.0005600560056005599,7220000000.0,0.264071302577492,0.6312369008643721,0.0027904686345854,0.0690207697191402,0.9309792302808599,0.0063812076716872,0.113433973775324,0.0529894926808951,1,0,0.0270168245964067,0.5660450790583
42,0.511188027104763,0.566888355865678,0.559077038385353,0.809409180058766,0.000593059305930593,6770000000.0,0.263699093176679,0.631308475226367,0.0037954021101779204,0.0866463101248602,0.9133536898751401,0.00596563621129084,0.11501546832886803,0.0250410417826297,1,0,0.0269855998040583,0.565941458314401
43,0.523034173450982,0.5758831225468821,0.576422720702393,0.8093619184214671,0.000654065406540654,6830000000.0,0.264240700592893,0.631594087752222,0.00798292889776489,0.137981074462618,0.862018925537382,0.00507089506178247,0.11823311985958801,0.0478205708628628,1,0,0.0271305157359928,0.566383205447437
44,0.508848047579584,0.553423462712604,0.5529203918839339,0.809365173355165,0.000566056605660566,7160000000.0,0.26414978514426,0.631025602389008,0.00407900856290865,0.0911509508117423,0.9088490491882579,0.0051741205208959105,0.11214010021267601,0.0279892214352708,1,0,0.0268773632495743,0.5655384438458051
45,0.488958221615561,0.549007849978195,0.53894748112854,0.8094301418317829,0.0,6440000000.0,0.26405032208934603,0.6306167038807691,0.0042823662444487,0.0942346645705475,0.9057653354294529,0.00534252929794091,0.11093323366346801,0.0137880446389998,1,0,0.0267922709919733,0.565163703379656
46,0.5021206064446939,0.563508504143044,0.545853632421436,0.8093637411843381,0.0010711071107110698,6720000000.0,0.263987380624908,0.6309163573101739,0.00465351681120565,0.0996765123802038,0.900323487619796,0.00543424200380193,0.11093323366346801,0.0175679084788069,1,0,0.0268622864067066,0.5654761681908189
47,0.523082923024424,0.5633449629306589,0.572353980405803,0.8093711624331701,0.00075007500750075,6430000000.0,0.26394231142815,0.631849563704607,0.00842247330360481,0.141941530368534,0.8580584696314659,0.00503535569304675,0.12134448553650301,0.0406862953931031,1,0,0.0271695519446991,0.5664869473201322
48,0.493345683225272,0.550534234627126,0.5398040580330851,0.809341217043145,0.000655065506550655,7210000000.0,0.26404721386888,0.633996109642334,0.0192286998787149,0.20110650905462998,0.7988934909453701,0.00502973835933422,0.124274553544142,0.0537930903249886,1,0,0.0287586332854848,0.568436517701161
49,0.5056305757324621,0.559747056258177,0.5491728679265491,0.8093315824393981,0.000801080108010801,6000000000.0,0.263970285412344,0.633433788578239,0.0150913285731221,0.18466003567433603,0.815339964325664,0.00497743041520912,0.121763041212354,0.0517833863733011,1,0,0.0285203017680739,0.568285889415869
50,0.46955589138595,0.5272023549934579,0.5225119117725789,0.8092032078543371,0.000676067606760676,6400000000.0,0.26434404892339003,0.6176278407145109,0.009931697352702471,0.15421592042809198,0.8457840795719079,0.00523393678235955,0.12316328887576401,0.0711731712247925,1,0,0.0257487295645182,0.198631789774405
51,0.52371666747916,0.5615460095944179,0.5681781679961451,0.809396160323973,0.0007980798079807981,6410000000.0,0.263974170687927,0.6313009410829991,0.00410910185210516,0.0916044381292137,0.908395561870786,0.00505637898159464,0.111971750154829,0.0575078520985313,1,0,0.0269538841751162,0.5658307765361981
52,0.521912933261834,0.5648713475795899,0.5681781679961451,0.8093866559175742,0.000943094309430943,7480000000.0,0.263647030483872,0.631138614539527,0.00194968037279202,0.0518487166308915,0.9481512833691078,0.00525740722618814,0.11093323366346801,0.019789517257016002,1,0,0.026911795869791002,0.5656746889445029
53,0.5031930970604009,0.559692542520715,0.550671877509503,0.8093979830868441,0.000852085208520852,7060000000.0,0.263900350451858,0.6313560773140091,0.00426048021594215,0.0939021072044018,0.906097892795598,0.00556294012470092,0.11252324372156801,0.0270168068643629,1,0,0.026991377592240004,0.5659610203049731
54,0.45302978598937294,0.516572176188399,0.5055945179078111,0.809039549787987,0.000726072607260726,5960000000.0,0.26401380049886897,0.625067807290311,0.0222343811269481,0.21035765033104603,0.7896423496689542,0.005188580983918271,0.149144335077586,0.0864583230327093,1,0,0.0260500616073851,0.5533284859150439
55,0.472090869204894,0.5388137810728301,0.517051234006103,0.8092903098801041,0.000558055805580558,5470000000.0,0.264187083789853,0.638738852892426,0.0347841946397469,0.23529945279197,0.76470054720803,0.00502161825317551,0.120854331627658,0.094806220340148,1,0,0.0227618017460547,0.5719885497130579
56,0.066933164334812,0.0571849105974705,0.0548209218908935,0.8087166603651149,0.00039903990399039904,7230000000.0,0.256151556829926,0.6305225270886701,0.12657237436051802,0.32137134564803305,0.678628654351967,0.0049020969645791794,0.0258510850561139,0.06528574912897,0,1,0.0267631375236152,0.565021155623063
57,0.406668941646761,0.46729175752289603,0.45345039884362104,0.8091284745766241,0.000582058205820582,4670000000.0,0.26412569643564804,0.629853358173176,0.0268094730026719,0.221452973365178,0.778547026634822,0.004909772133414121,0.11093323366346801,0.0833577878116932,1,0,0.0265903290435414,0.56397612729787
58,0.48223078048067103,0.5443196685564761,0.536431286471438,0.809315047376211,0.000708070807080708,6170000000.0,0.26423914648266,0.634265626498267,0.0197539645628722,0.202859993348853,0.797140006651147,0.00499912110974265,0.12126629463181801,0.0657727093260039,1,0,0.0323529334521605,0.569392706270746
59,0.48851947545459,0.5501526384648929,0.540339418598426,0.809329759676527,0.000356035603560356,6320000000.0,0.263798556231593,0.6317399761647099,0.00837778932873727,0.14154850802672597,0.8584514919732751,0.0053715892668993,0.11632344717229,0.0415688514618489,1,0,0.0271572841874481,0.566454958111748
60,0.476478330814605,0.533416921064108,0.5278119813694521,0.8093130944159921,0.000408040804080408,6140000000.0,0.263933763821868,0.631123203791729,0.0015028406241165801,0.0416301357438704,0.95836986425613,0.00551966996996478,0.11093323366346801,0.0157941813421729,1,0,0.0268818273787735,0.5655565691306529
61,0.48812947886706004,0.518916266899259,0.547459714117458,0.809292132642975,0.00047604760476047597,5910000000.0,0.263503275287316,0.628856111560116,0.00645546649157844,0.122411343229434,0.877588656770566,0.0056210044454522295,0.118507408696255,0.0198779136148233,1,0,0.0264874257805383,0.5631259946452061
62,0.469165894798421,0.547863061491496,0.5161411210450241,0.80936296000025,0.000433043304330433,6010000000.0,0.26380710383787503,0.63225743482966,0.00592017071102235,0.11621368322399199,0.8837863167760078,0.005914245950396,0.124652484421135,0.0401504210696358,1,0,0.0273701932301579,0.5669420399652121
63,0.48227953005411206,0.552932839075447,0.54012527437229,0.809357361514289,0.000594059405940594,67600000.0,0.26437979345875,0.632716332652977,0.00965538624280725,0.152099646279892,0.847900353720108,0.00556605468596727,0.125170242602246,0.0445826325410089,1,0,0.0285285079363653,0.5682915029663579
64,0.46419343830741494,0.526766245093764,0.515070399914342,0.809271952054045,0.000353035303530353,652000000.0,0.26397261657769394,0.6244298023314749,0.0105071175188539,0.158388003748828,0.841611996251172,0.00517731850791047,0.119189498935359,0.0451088074428213,1,0,0.0258180560734577,0.5065466409872861
65,0.47589333593331107,0.5405582206716091,0.528775630387066,0.809323640401175,0.00038003800380037996,6520000000.0,0.264020016939802,0.6319351789701511,0.004716439143161989,0.10055325452731499,0.8994467454726851,0.00531702882757263,0.115758838146626,0.0155019669696945,1,0,0.0273097296825429,0.566817100513007
66,0.47350460683469,0.514500654164849,0.527972589539055,0.809229637915968,0.00042804280428042796,6340000000.0,0.26380554972764203,0.6296105532800921,0.00374433471032929,0.0857998004655803,0.9142001995344201,0.0051713674712051206,0.11301867138149999,0.0285515612678888,1,0,0.0265519684191381,0.563684230714475
67,0.503534344074489,0.553968600087222,0.551474918357514,0.8093675169074279,0.000231023102310231,6490000000.0,0.264074410797958,0.631116012109423,0.00568033631530472,0.113311364392176,0.8866886356078241,0.00563944153580573,0.12250969868982599,0.0216391935093095,1,0,0.0269140928314816,0.5656834947242441
68,0.478330814605372,0.54590056694287,0.53027463997002,0.809525706685165,0.00031403140314031403,6250000000.0,0.26404721386888,0.631384844043232,0.00260352547442526,0.0654231036672008,0.9345768963327991,0.00676382596154223,0.11523035516718101,0.0381892665239228,1,0,0.0270822893641104,0.566246742529546
69,0.496368156778628,0.549062363715656,0.545532416082231,0.8093386130961869,0.000382038203820382,7690000000.0,0.264046436813763,0.6319793564471721,0.00820634877210261,0.140006651147323,0.8599933488526771,0.0056639965143610105,0.12671835862065303,0.023778580418216,1,0,0.0271898979401804,0.566538812418977
70,0.544825232779213,0.588148713475796,0.589217838214037,0.8093709020384741,0.000339033903390339,6090000000.0,0.263979610073742,0.630925946219915,0.004876024767688929,0.10279045862684,0.89720954137316,0.00512943212844028,0.11570333217716301,0.0332785075297575,1,0,0.026870881562317,0.565511873396239
71,0.520060449471067,0.569723070213694,0.5630922426254079,0.8094024097966729,0.000439043904390439,6490000000.0,0.264153670419843,0.6306667031958471,0.0035190910002827,0.0820812044623152,0.917918795537685,0.00512047776479951,0.11093323366346801,0.0254236518530115,1,0,0.0268033414488034,0.565215832977554
72,0.48881197289523703,0.5463911905800259,0.53776968788479,0.8094270170954331,0.0,6510000000.0,0.26405731558539397,0.630635881700251,0.00457144420430608,0.0984974453547782,0.901502554645222,0.005425426683074839,0.11093323366346801,0.0175161923351022,1,0,0.0267964200445617,0.565183368152589
73,0.5323940915516989,0.5806803314435239,0.57428127844103,0.809394597955797,0.00031303130313031297,6880000000.0,0.263969508357228,0.6306780044108979,0.0042778066551765,0.0941741995948846,0.9058258004051151,0.0056892745160674,0.11093323366346801,0.0138816323956799,1,0,0.0268063075612547,0.5652296171865631
74,0.525032905962073,0.566397732228522,0.576369184645859,0.809392124206187,0.00044804480448044806,6440000000.0,0.26420340194729997,0.631151285598827,0.00707192296117966,0.129032258064516,0.870967741935484,0.00501950480088763,0.113790151955577,0.0453152995547844,1,0,0.0269447746816719,0.565797913788603
75,0.489543216496856,0.5472634103794161,0.5358959259060979,0.809328587900396,0.000554055405540554,6560000000.0,0.263949304924198,0.634200558896453,0.0179784605002781,0.19666233334341102,0.803337666656589,0.0051378303204263395,0.134644987782375,0.0383314202913406,1,0,0.0288751323091538,0.5685018280862211
76,0.5125530151611171,0.5648168338421279,0.5588628941592161,0.809355799146114,0.000518051805180518,6980000000.0,0.26400214467212196,0.6320201093135711,0.014541442106895,0.18206004172083298,0.817939958279167,0.004958492770366371,0.11874652256308699,0.0558031560267815,1,0,0.0273270578774279,0.5668538765737711
77,0.48193828304002295,0.5469908416921061,0.536110070132234,0.8093604862506392,0.000677067706770677,6220000000.0,0.26400758405793695,0.6334132409145079,0.0102654592874274,0.15666475194243698,0.843335248057563,0.00524842505396464,0.12262217422088399,0.0788610804696488,1,0,0.0290273072160908,0.568580178054889
78,0.5401452737288549,0.582315743567379,0.582579367203812,0.8094656857077679,0.000429042904290429,6370000000.0,0.26409772245145297,0.6307386200189039,0.00396410691324926,0.0893370015418569,0.9106629984581429,0.00507170151068179,0.11093323366346801,0.0391452573771008,1,0,0.0268207983758289,0.565295877252821
79,0.523034173450982,0.563126907980811,0.570159002087906,0.8093844425626591,0.00055005500550055,6260000000.0,0.263815651444157,0.630946493883645,0.00143809445645136,0.0400580463766363,0.959941953623364,0.0053428630009337294,0.11235667990693302,0.00975794974446045,1,0,0.0268720354067374,0.565516625515861
80,0.5059230731731099,0.5634539904055821,0.5520102789228549,0.809451884788888,0.000488048804880488,7010000000.0,0.264145122813561,0.63083245434994,0.00294184699842238,0.07186262357529401,0.928137376424706,0.00555807362272224,0.11246600558615198,0.0169844288348465,1,0,0.0268444412246955,0.565400271635791
81,0.43274996343782,0.49274967291757504,0.48209218908935203,0.80922195627244,0.000587058705870587,6840000000.0,0.264182421459154,0.629581444089807,0.0151797846050028,0.185083290503976,0.8149167094960241,0.00619728170547591,0.11193211880278099,0.0439461340828879,1,0,0.0265315499480261,0.563517404517673
82,0.48062204455711,0.48708024422154406,0.5346110605492801,0.8091770381874029,0.00031403140314031403,550000000.0,0.263264719366545,0.63016225805126,0.0186861087553233,0.199232094809082,0.800767905190918,0.00505515540395429,0.13371386656061,0.0474793825673258,1,0,0.0266648753143414,0.5644745394277021
83,0.480085799249257,0.5415939816833839,0.5346110605492801,0.8093163493496899,0.000221022102210221,5880000000.0,0.26386849119207995,0.632209490280955,0.00808506369746213,0.138918281585392,0.8610817184146079,0.005414942847383629,0.116721756232808,0.0397357450102461,1,0,0.027606168335846,0.5673524250698649
84,0.47467459659728006,0.534779764500654,0.5278119813694521,0.8093166097443859,0.000709070907090709,6590000000.0,0.264014577553986,0.630735880330407,0.0018092450232083102,0.0487045378964235,0.951295462103576,0.00550084355945298,0.11093323366346801,0.0144732916141709,1,0,0.0268270116687578,0.565323749528309
85,0.46448593574806196,0.524204099433057,0.5204775416242841,0.809297731128936,0.00028602860286028596,6890000000.0,0.26383507782207,0.627381816687443,0.00901704374469948,0.147020588324213,0.852979411675787,0.005468112857573529,0.11302886883741001,0.0315324524501417,1,0,0.0263527159091306,0.56158541530685
86,0.48934821820309105,0.552060619276058,0.539911130146153,0.8093899108512721,0.00016401640164016398,6510000000.0,0.263952413144664,0.631146491143957,0.00718591269298462,0.130211325089942,0.869788674910058,0.00590779435920141,0.12767432222261801,0.0427756461123543,1,0,0.026937995026715,0.565773133121671
87,0.477697070150636,0.5417030091583079,0.532309010118315,0.809323119611783,0.000409040904090409,7020000000.0,0.26387936996371203,0.633714949110286,0.0106895010897418,0.15968800072557998,0.84031199927442,0.00546410842165965,0.11941945633354,0.0652339951497784,1,0,0.030297990652946,0.569030431902136
88,0.463169697265149,0.537232882686437,0.515016863857808,0.809314917178863,0.000237023702370237,6330000000.0,0.263953967254897,0.633548513034068,0.010899242196263,0.16110892765365697,0.8388910723463442,0.005302179044391979,0.126510421512513,0.0341153332528122,1,0,0.0287963781169501,0.5684582220272371
89,0.4685808999171261,0.529164849542085,0.522244231489909,0.809299033102415,0.000225022502250225,6570000000.0,0.263891802845576,0.6251349296584979,0.00563200466901942,0.11270671463554699,0.8872932853644531,0.00532100545490378,0.11524923983780401,0.0167901186783744,1,0,0.026171924750278002,0.55802690254412
90,0.47667332910837,0.512047535979067,0.531452433213769,0.8092496883075491,0.00026502650265026496,6290000000.0,0.264316074939195,0.629999246585663,0.00413007596275728,0.0919369954953593,0.908063004504641,0.005212774450897979,0.11093323366346801,0.0312741262568302,1,0,0.02663289660445,0.564270861033187
91,0.521620435821187,0.575937636284344,0.566893302639328,0.809418814662513,0.000131013101310131,6540000000.0,0.264266343411738,0.6307190997383599,0.00497633573167729,0.104181153067086,0.8958188469329141,0.00579033090572749,0.11942162934801402,0.0229053215560397,1,0,0.0268170719207462,0.5652790072450451
92,0.50514307999805,0.563126907980811,0.5614326248728521,0.8097842786181579,0.000269026902690269,6320000000.0,0.26417931323868804,0.6309081382446821,0.0022971210753335303,0.0592556761495903,0.94074432385041,0.00811471129365777,0.114243734453339,0.0350027603118034,1,0,0.0268883694143072,0.56558287781222
93,0.488616974601472,0.5429568251199299,0.542213180577119,0.809329238887136,0.000244024402440244,5830000000.0,0.263881701129061,0.631772852426679,0.006716274997948179,0.12528342957342,0.87471657042658,0.00558757852900439,0.12146836031629499,0.0260947413441181,1,0,0.0272122390566349,0.566594118378805
